,Team,Elite 8,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,bluePower,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC,bluePower_Barthag,bluePower_Seed
790,VCU,0,2.3978952727983707,3.295836866004329,4.700480365792417,4.552823705615882,0,0.6133461103563905,3.9080149840306073,3.9180050771056933,2.8154087194227095,3.2108436531709366,3.487375077903208,3.459466289786131,3.6506582412937387,3.655839600035736,3.8753590210565547,3.893859034800475,3.5610460826040513,3.5667118201397288,3.711130063048756,3.591817741270805,4.225372824628505,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3476591480886344,5.268714427270919
792,Georgia,0,2.0794415416798357,3.091042453358316,4.689511334421843,4.545420181582317,0,0.6116659386920622,3.910021002757473,3.8110970868381857,3.0106208860477417,2.8791984572980396,3.505557396986398,3.3978584803966405,3.8877303128591016,3.563882963939251,3.885679030088544,3.784189633918261,3.5667118201397288,3.4657359027997265,3.475067230228611,3.594568774642695,4.185098925490565,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6719837168068142,2.2845000312564268
794,Oklahoma St.,0,2.1972245773362196,2.8903717578961645,4.706823839714591,4.562262684976814,0,0.611503191519435,3.933784497209659,3.8501476017100584,2.975529566236472,3.100092288878234,3.32862668882732,3.529297384289471,3.7062280924485496,3.770459441106359,3.912023005428146,3.7954891891721947,3.572345637857985,3.563882963939251,3.676300671907076,3.4965075614664802,4.1728476237100445,1.791759469228055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0956666338681245,3.936897942462782
798,Cincinnati,0,2.302585092994046,3.1354942159291497,4.676560182074764,4.537961436294641,0,0.6062267085292437,3.9396381724611196,3.817712325956905,3.104586678466073,3.0587070727153796,3.6454498961866,3.487375077903208,3.6584202466292277,3.2733640101522705,3.9415818076696905,3.7612001156935624,3.535145354171894,3.5234150143864045,3.4531571205928664,3.5380565643793527,4.11414718951828,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.332016223418095,5.059296557734522
800,Indiana,0,2.0794415416798357,3.044522437723423,4.786658062033468,4.648229675448539,0,0.6057902893416939,4.018183201256536,3.9415818076696905,2.89591193827178,2.8390784635086144,3.591817741270805,3.475067230228611,3.517497837358316,3.4995332823830174,3.9454577815143836,3.9512437185814275,3.720862499966987,3.520460802488973,3.703768066607687,3.456316680883235,4.220977213155467,1.791759469228055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0854304872943832,3.725859073011031
804,LSU,0,2.1972245773362196,3.1354942159291497,4.683056724645162,4.550714000192032,0,0.600922236517428,3.9415818076696905,3.8199077165203406,3.068052935133617,3.005682604407159,3.5553480614894135,3.5263605246161616,3.5380565643793527,3.4339872044851463,3.937690752176724,3.7977338590260183,3.5524868292083815,3.475067230228611,3.3843902633457743,3.3978584803966405,4.26689632742025,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0767081075498026,3.936897942462782
808,Mississippi,0,1.9459101490553132,3.044522437723423,4.73356340075649,4.605170185988092,0,0.596856520241659,3.8958936234982624,3.8691155044168695,2.884800712846709,2.990719731730447,3.58351893845611,3.487375077903208,3.6506582412937387,3.742420221041966,3.8691155044168695,3.7932394694381792,3.5496173867804286,3.580737295494233,3.529297384289471,3.7062280924485496,4.210645017918261,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8274188284086518,2.6976042668813465
812,UCLA,0,1.9459101490553132,3.044522437723423,4.7104306966455844,4.583946549536464,0,0.5947622786385443,3.919991175077323,3.906004933102583,2.917770732084279,2.970414465569701,3.5496173867804286,3.370738174177447,3.6189933266497696,3.517497837358316,3.8753590210565547,3.8437441646748516,3.6189933266497696,3.597312260588446,3.4111477125153233,3.6913763343125234,4.21803603456465,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.3068262962971022,4.27560160479232
821,Oregon,0,2.302585092994046,3.2188758248682006,4.732683506287051,4.61015772749913,0,0.5912251908345614,3.9721769282478934,3.8877303128591016,2.8903717578961645,2.8791984572980396,3.4531571205928664,3.487375077903208,3.417726683613366,3.591817741270805,3.9435216724875173,3.86702563949741,3.629660094453965,3.535145354171894,3.5524868292083815,3.5115454388310208,4.21803603456465,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.299054520041995,5.059296557734522
829,Boise St.,0,1.9459101490553132,3.1780538303479458,4.705015520957808,4.585987366571318,0,0.5875644179848801,3.9982007016691985,3.879499813722586,2.8390784635086144,3.0155349008501706,3.353406717825807,3.292126286607793,3.5234150143864045,3.481240089335692,3.927896354584436,3.8877303128591016,3.6913763343125234,3.4719664525503626,3.754198920234579,3.594568774642695,4.169761201506855,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0527741097058798,3.4866029358368333
831,Stephen F. Austin,0,1.791759469228055,3.295836866004329,4.72384171570559,4.604169685654508,0,0.587397700376336,4.046553898385752,3.9080149840306073,3.0587070727153796,3.2347491740244907,3.655839600035736,3.4307561839036995,3.770459441106359,3.912023005428146,4.036008985209137,3.8958936234982624,3.66612246699132,3.543853682063679,3.616308761279101,3.3603753871419,4.212127597878484,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0524753918520837,3.210401995568401
835,Dayton,0,1.9459101490553132,3.258096538021482,4.677490847567717,4.562262684976814,0,0.5834997112554146,3.9852734671677386,3.877431560658527,2.9338568698359038,3.095577608523707,3.2268439945173775,3.367295829986474,3.903990833730882,3.4688560301359703,3.9871304779149512,3.8732821771117156,3.586292865338835,3.490428515390098,3.648057459593681,3.520460802488973,4.174387269895637,2.1972245773362196,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2820799064389845,4.27560160479232
843,Buffalo,0,1.791759469228055,3.1780538303479458,4.69866052907543,4.591071261608589,0,0.5758265379834027,3.903990833730882,3.901972669574645,2.856470206220483,3.0349529867072724,3.5751506887855933,3.4468078929142076,3.768152635008444,3.5496173867804286,3.883623530906448,3.8897773964808264,3.5553480614894135,3.5263605246161616,3.4404180948154366,3.66612246699132,4.251348311031766,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03174265206457,3.210401995568401
847,Valparaiso,0,1.6094379124341003,3.258096538021482,4.663439094112067,4.557029810660157,0,0.574194711382652,3.9589065913269965,3.8264651170664994,3.0007198150650303,2.975529566236472,3.58351893845611,3.353406717825807,3.629660094453965,3.517497837358316,3.901972669574645,3.763522997109702,3.66612246699132,3.5263605246161616,3.5380565643793527,3.634951112088381,4.162003210695915,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63081736601322,1.7681482684484517
857,Georgia St.,0,1.3862943611198906,3.1780538303479458,4.701389043728634,4.600157644164547,0,0.5676973298425295,3.9684033388642534,3.828641396489095,2.8622008809294686,3.169685580677429,3.449987545831587,3.56953269648137,3.673765816303888,3.6988297849671046,3.996364153861897,3.765840495250065,3.493472657771326,3.5145260669691587,3.3463891451671604,3.7612001156935624,4.1666652238017265,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0171770664008348,2.4839060486740205
894,UC Irvine,0,1.6094379124341003,2.995732273553991,4.663439094112067,4.5880240271531205,0,0.5349131752950509,3.9454577815143836,3.822098297900159,2.9444389791664403,2.9069010598473755,3.427514689979529,3.456316680883235,3.4657359027997265,3.6136169696133895,3.885679030088544,3.768152635008444,3.6712245188752153,3.543853682063679,3.449987545831587,3.40452517175483,4.175924549214524,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7415471186002646,2.2311547025799614
904,Harvard,0,1.6094379124341003,3.044522437723423,4.623991940228679,4.552823705615882,0,0.5281546058877655,3.877431560658527,3.8522730010223722,2.9806186357439426,3.039749158970765,3.505557396986398,3.3603753871419,3.6888794541139363,3.529297384289471,3.845883202923601,3.8088822465086327,3.55820113047182,3.5380565643793527,3.3141860046725258,3.505557396986398,4.139955073474153,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7321777519417075,2.2311547025799614
923,New Mexico St.,0,1.0986122886681098,3.091042453358316,4.657762636107262,4.596129441335942,0,0.513541931260219,3.9512437185814275,3.8480176754522337,3.131136910560194,3.068052935133617,3.7013019741124933,3.456316680883235,3.824284091120139,3.5115454388310208,3.9259259105971376,3.858622228701031,3.6189933266497696,3.417726683613366,3.269568939183719,3.1986731175506815,4.177459468932607,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.1283669528576605,2.413897921625164
935,Northeastern,0,1.3862943611198906,3.1780538303479458,4.678420647727684,4.623991940228679,0,0.5030152016740136,4.018183201256536,3.92395157629342,3.109060958860994,2.8094026953624978,3.4210000089583352,3.2809112157876537,3.765840495250065,3.246490991901174,3.9871304779149512,3.906004933102583,3.6838669122903918,3.5667118201397288,3.459466289786131,3.40452517175483,4.169761201506855,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6973271376382696,1.9218120556728056
939,Wofford,0,1.791759469228055,3.295836866004329,4.639571612705423,4.58700621536042,0,0.49950175003454733,3.9627161197436642,3.8691155044168695,2.9069010598473755,3.0492730404820207,3.4111477125153233,3.3568971227655755,3.6635616461296463,3.624340932976365,3.9219733362813143,3.877431560658527,3.6402142821326553,3.459466289786131,3.5234150143864045,3.490428515390098,4.135166556742356,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8949869905203851,3.210401995568401
947,Wyoming,0,1.791759469228055,3.1780538303479458,4.641502115235482,4.591071261608589,0,0.49591501103023644,3.9721769282478934,3.8649313978942956,2.9806186357439426,2.9496883350525844,3.139832617527748,3.32862668882732,3.7376696182833684,3.3214324131932926,4.018183201256536,3.8066624897703196,3.505557396986398,3.5667118201397288,3.7062280924485496,3.5890591188317256,4.096009841541162,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6874841833859251,2.4839060486740205
982,Eastern Washington,0,1.6094379124341003,3.1780538303479458,4.716711560720999,4.686750172980514,0,0.46171940965803804,4.032469158504013,3.970291913552122,2.8273136219290276,2.928523523860541,3.4111477125153233,3.4531571205928664,3.6000482404073204,3.586292865338835,3.975936331171799,3.912023005428146,3.703768066607687,3.673765816303888,3.7887247890836524,3.58351893845611,4.242764567340374,1.3862943611198906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6400790140285428,2.2311547025799614
992,Albany,0,1.3862943611198906,3.2188758248682006,4.660604892876192,4.635699391022914,0,0.4522214594499376,3.933784497209659,3.92395157629342,2.995732273553991,3.0587070727153796,3.5115454388310208,3.2771447329921766,3.711130063048756,3.4468078929142076,3.893859034800475,3.8480176754522337,3.6109179126442243,3.624340932976365,3.55820113047182,3.751854253275325,4.135166556742356,1.3862943611198906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6269120592128558,1.9218120556728056
1006,UAB,0,1.3862943611198906,2.9444389791664403,4.632785353021065,4.619073091157083,0,0.43230176206172405,3.8877303128591016,3.8753590210565547,3.0633909220278057,3.0349529867072724,3.5553480614894135,3.529297384289471,3.6428355156125294,3.55820113047182,3.8691155044168695,3.871201010907891,3.5322256440685598,3.490428515390098,3.4307561839036995,3.502549875922443,4.1956970564823886,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7745807757380676,2.4839060486740205
1008,Coastal Carolina,0,0.6931471805599453,3.044522437723423,4.65586330030361,4.642465970731788,0,0.431002891896003,3.929862923556477,3.8732821771117156,2.9338568698359038,2.8903717578961645,3.5890591188317256,3.353406717825807,3.703768066607687,3.6000482404073204,3.8958936234982624,3.8308129500026027,3.594568774642695,3.5409593240373143,3.5610460826040513,3.6988297849671046,4.1728476237100445,1.3862943611198906,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5974968786617947,0.9609060278364028
1021,Manhattan,0,0.6931471805599453,2.995732273553991,4.620058798481842,4.611152257665639,0,0.42245332113701944,3.9259259105971376,3.8918202981106265,3.091042453358316,3.2228678461377385,3.4657359027997265,3.5467396869528134,3.8897773964808264,3.9684033388642534,3.910021002757473,3.8897773964808264,3.5553480614894135,3.502549875922443,3.624340932976365,3.353406717825807,4.232656178019613,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5856446569286203,0.9609060278364028
1023,Belmont,0,1.0986122886681098,3.091042453358316,4.684905154006945,4.677490847567717,0,0.421075955622312,4.051784947803305,3.9569963710708773,3.0587070727153796,2.9806186357439426,3.407841924380824,3.417726683613366,3.5263605246161616,3.3568971227655755,4.048300623720694,3.955082494888593,3.6609942506244004,3.563882963939251,3.8918202981106265,3.634951112088381,4.22683374526818,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5837352228823803,1.523000020837618
1035,North Florida,0,0.6931471805599453,3.044522437723423,4.664382045619937,4.660604892876192,0,0.4117122208686309,4.000033882750859,3.8897773964808264,2.9444389791664403,2.954910279033736,3.3978584803966405,3.4965075614664802,3.6988297849671046,3.5380565643793527,3.9531649487593215,3.893859034800475,3.6635616461296463,3.481240089335692,3.763522997109702,3.353406717825807,4.225372824628505,1.0986122886681098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4523121052411169,0.761500010418809
1059,North Dakota St.,0,1.0986122886681098,3.091042453358316,4.620058798481842,4.623991940228679,0,0.39864188276003887,3.9160150266976834,3.8877303128591016,2.8273136219290276,2.8678989020441064,3.3141860046725258,3.1945831322991562,3.616308761279101,3.4339872044851463,3.8308129500026027,3.8155121050473024,3.6584202466292277,3.6216707044204863,3.594568774642695,3.5263605246161616,4.130354999745133,1.791759469228055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7142703682661997,1.968448971231391
1106,Lafayette,0,0.6931471805599453,2.995732273553991,4.71492104994721,4.742320024135325,0,0.35072729166883027,4.048300623720694,3.9871304779149512,2.884800712846709,2.884800712846709,3.353406717825807,3.5667118201397288,3.4657359027997265,3.353406717825807,3.9889840465642745,3.9473901492654373,3.7471483622379123,3.653252276470785,3.594568774642695,3.6402142821326553,4.192680462942962,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3853133125986613,0.761500010418809
1108,Robert Morris,0,0.6931471805599453,2.995732273553991,4.6141299273595635,4.641502115235482,0,0.35030469693088884,3.9415818076696905,3.899950424193877,3.068052935133617,3.122364924487357,3.4719664525503626,3.6054978451748854,3.6109179126442243,3.653252276470785,3.883623530906448,3.8815637979434374,3.6635616461296463,3.5380565643793527,3.462606009790799,3.616308761279101,4.206184043977636,1.0986122886681098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.38484904482643234,0.761500010418809
1180,Texas Southern,0,1.0986122886681098,3.1354942159291497,4.626931677769604,4.676560182074764,0,0.3071169850903883,3.919991175077323,3.910021002757473,3.039749158970765,2.9806186357439426,3.5553480614894135,3.5610460826040513,3.8607297110405954,3.5145260669691587,3.9318256327243257,3.8918202981106265,3.4965075614664802,3.5610460826040513,3.4781584227982836,3.3843902633457743,4.169761201506855,2.1972245773362196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6748049877580025,2.413897921625164
1280,Hampton,0,0.6931471805599453,2.833213344056216,4.554928969551344,4.6434288981051814,0,0.2337273448538548,3.845883202923601,3.8607297110405954,3.068052935133617,3.0492730404820207,3.520460802488973,3.462606009790799,3.7932394694381792,3.8480176754522337,3.8480176754522337,3.8133070324889884,3.4468078929142076,3.5667118201397288,3.535145354171894,3.4436180975461075,4.252771798816619,1.3862943611198906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32401490021042295,0.9609060278364028
1431,Kansas,1,2.833213344056216,3.4011973816621555,4.799914262780603,4.525044141508807,1,0.6733015523392392,4.041295341132285,3.835141961092188,2.9338568698359038,3.0007198150650303,3.502549875922443,3.3945083935113587,3.6888794541139363,3.6428355156125294,3.9740583963475986,3.7909846770510898,3.765840495250065,3.5263605246161616,3.5380565643793527,3.502549875922443,4.264087336809195,2.1972245773362196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4793947187584053,6.225205992397257
1433,Villanova,1,2.772588722239781,3.4011973816621555,4.786658062033468,4.515245478460105,1,0.6724851841118494,4.012772908528289,3.856510295497887,2.856470206220483,3.0633909220278057,3.3877743613300146,3.391147045808654,3.563882963939251,3.4781584227982836,4.050044303325521,3.8044377947482086,3.5667118201397288,3.5409593240373143,3.8022081394209395,3.6506582412937387,4.223909766576744,2.1972245773362196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4776009744250282,6.092000083350472
