Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
,,,,,Record,,,,,,,Record,,Record,,Record,,,Record,,Record,,,Record,Record,Record,Record,Record,Record
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,241,Seton_Hall,Big East,,25-Jul,101,,275,78,64,,11-May,134,0-11,60,3-Feb,89,,19-Feb,58,6-May,184,,0-4,8-Feb,12-Feb,0-8,3-Feb,2-Mar
,,,,,(4-25-3),,,,,,,(3-11-2),,(0-11-0),,(1-3-1),,,(0-19-2),,(4-6-1),,,(0-4-0),(0-8-2),(0-12-2),(0-8-0),(1-3-1),(3-2-0)
,242,Vermont,America East,,19-12,240,,260,208,---,,3-Nov,264,8-Jul,214,1-Jan,259,,14-4,273,8-May,193,,0-1,0-0,0-1,1-Jan,3-Jun,7-Dec
,,,,,(19-12-0),,,,,,,(11-3-0),,(7-8-0),,(1-1-0),,,(14-4-0),,(5-8-0),,,(0-1-0),(0-0-0),(0-1-0),(1-1-0),(6-3-0),(12-7-0)
,243,Iona,Metro Atlantic Athletic,,17-17,242,,273,218,193,,7-Jul,249,7-Aug,237,3-Feb,240,,14-9,259,8-Mar,208,,0-0,0-1,0-1,0-0,7-Jan,16-9
,,,,,(16-16-2),,,,,,,(7-6-1),,(7-7-1),,(2-3-0),,,(13-8-2),,(3-8-0),,,(0-0-0),(0-1-0),(0-1-0),(0-0-0),(1-6-1),(15-9-1)
,244,Ga_Southern,Sun Belt,,16-16,226,,285,157,261,,3-Oct,260,11-Apr,184,2-Feb,274,,11-Sep,237,5-Jul,208,,0-0,0-1,0-1,0-3,7-Feb,14-5
,,,,,(14-14-4),,,,,,,(9-3-1),,(3-9-3),,(2-2-0),,,(8-9-3),,(6-5-1),,,(0-0-0),(0-1-0),(0-1-0),(0-3-0),(2-6-1),(12-4-3)
,245,Presbyterian,Big South,,18-Nov,213,,227,197,273,,5-May,213,12-Apr,215,1-Feb,199,,10-Jul,217,8-Apr,206,,0-0,0-0,0-0,0-3,7-Mar,8-Aug
,,,,,(10-17-2),,,,,,,(5-4-1),,(3-12-1),,(2-1-0),,,(7-10-0),,(3-7-2),,,(0-0-0),(0-0-0),(0-0-0),(0-3-0),(3-7-0),(7-7-2)
,246,Richmond,Atlantic 10,,22-Aug,149,,211,125,135,,9-May,159,11-Feb,128,2-Jan,193,,14-May,121,8-Mar,198,,0-1,0-2,0-3,0-4,12-Mar,3-May
,,,,,(8-18-4),,,,,,,(5-7-2),,(2-9-2),,(1-2-0),,,(5-11-3),,(3-7-1),,,(0-1-0),(0-2-0),(0-3-0),(0-3-1),(3-9-3),(5-3-0)
,247,Manhattan,Metro Atlantic Athletic,,16-13,253,,278,213,274,,5-Aug,262,7-Aug,246,0-1,243,,9-Dec,258,4-Apr,239,,0-1,0-0,0-1,0-0,3-Jan,15-9
,,,,,(14-11-4),,,,,,,(7-4-2),,(7-6-2),,(0-1-0),,,(11-7-3),,(3-4-1),,,(0-1-0),(0-0-0),(0-1-0),(0-0-0),(1-3-0),(13-7-4)
,248,UT_Arlington,Western Athletic,,18-Nov,198,,280,159,170,,4-Jul,221,11-Mar,190,3-Jan,163,,11-Jun,203,7-May,191,,0-0,0-0,0-0,0-6,7-Feb,5-Sep
,,,,,(9-17-3),,,,,,,(6-3-2),,(2-11-1),,(1-3-0),,,(4-10-3),,(5-7-0),,,(0-0-0),(0-0-0),(0-0-0),(0-6-0),(1-6-2),(8-5-1)
,249,MA_Lowell,America East,,14-15,239,,278,198,231,,4-Nov,263,11-Mar,212,0-0,---,,11-Jun,268,4-Aug,197,,0-1,0-0,0-1,0-0,8-Feb,6-Dec
,,,,,(14-13-2),,,,,,,(11-2-2),,(3-11-0),,(0-0-0),,,(6-9-2),,(8-4-0),,,(0-1-0),(0-0-0),(0-1-0),(0-0-0),(2-7-1),(12-5-1)
,250,Navy,Patriot League,,14-19,255,,282,234,305,,5-Aug,263,12-Jun,256,0-2,190,,9-Dec,265,10-Feb,238,,0-0,0-0,0-0,0-1,6-Jan,13-12
,,,,,(13-19-1),,,,,,,(7-5-1),,(6-12-0),,(0-2-0),,,(11-9-1),,(2-10-0),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(1-6-0),(12-12-1)
,251,Sacred_Heart,Metro Atlantic Athletic,,14-18,247,,287,218,162,,5-Jul,252,11-May,232,2-Feb,289,,11-Nov,258,7-Mar,222,,0-0,0-1,0-1,0-0,6-Feb,11-Dec
,,,,,(14-17-1),,,,,,,(7-5-0),,(5-11-0),,(2-1-1),,,(11-10-1),,(3-7-0),,,(0-0-0),(0-1-0),(0-1-0),(0-0-0),(2-5-1),(12-11-0)
,252,Charlotte,American Athletic,,22-Oct,172,,244,148,147,,8-Jul,190,12-Jan,159,2-Feb,146,,16-Apr,149,6-Jun,211,,0-0,0-2,0-2,0-2,15-Apr,3-Jun
,,,,,(8-21-3),,,,,,,(6-8-1),,(1-11-1),,(1-2-1),,,(3-15-2),,(5-6-1),,,(0-0-0),(0-2-0),(0-2-0),(0-2-0),(2-14-3),(6-3-0)
,253,Gardner_Webb,Big South,,20-Nov,206,,255,180,---,,6-May,223,13-Mar,190,1-Mar,223,,12-Jun,218,8-May,190,,0-1,0-0,0-1,0-4,5-Mar,10-Aug
,,,,,(11-20-0),,,,,,,(5-6-0),,(3-13-0),,(3-1-0),,,(6-12-0),,(5-8-0),,,(0-1-0),(0-0-0),(0-1-0),(0-4-0),(3-5-0),(8-10-0)
,254,North_Florida,Atlantic Sun,,13-17,205,,233,162,310,,6-Jun,225,10-Jul,187,0-1,281,,11-Aug,238,6-May,148,,0-1,0-1,0-2,2-Jan,6-Apr,7-Aug
,,,,,(12-15-3),,,,,,,(5-6-1),,(7-8-2),,(0-1-0),,,(7-10-2),,(5-5-1),,,(0-1-0),(0-1-0),(0-2-0),(1-2-0),(4-6-0),(7-5-3)
,255,South_Dakota,Summit,,15-14,202,,245,156,---,,2-Oct,218,11-Apr,198,1-Jan,133,,8-Oct,194,6-May,215,,0-0,0-0,0-0,0-3,7-Mar,4-Dec
,,,,,(15-14-0),,,,,,,(10-2-0),,(4-11-0),,(1-1-0),,,(10-8-0),,(5-6-0),,,(0-0-0),(0-0-0),(0-0-0),(0-3-0),(3-7-0),(12-4-0)
,256,Evansville,Missouri Valley,,21-Oct,162,,199,145,---,,9-Jun,172,11-Apr,155,0-1,132,,13-Aug,154,8-Feb,179,,0-0,0-1,0-1,0-4,12-Apr,4-Jun
,,,,,(10-21-0),,,,,,,(6-9-0),,(4-11-0),,(0-1-0),,,(8-13-0),,(2-8-0),,,(0-0-0),(0-1-0),(0-1-0),(0-4-0),(4-12-0),(6-4-0)
,257,Tulsa,American Athletic,,20-Nov,178,,234,141,202,,9-Jun,202,9-Mar,137,2-Feb,207,,13-Jul,144,7-Apr,238,,0-0,0-1,0-1,0-5,9-Jun,5-May
,,,,,(11-18-2),,,,,,,(6-8-1),,(3-8-1),,(2-2-0),,,(7-12-1),,(4-6-1),,,(0-0-0),(0-1-0),(0-1-0),(0-5-0),(6-8-1),(5-4-1)
,258,Abilene_Chr,Western Athletic,,13-15,190,,254,140,166,,5-Jul,215,9-May,166,1-Jan,214,,9-Aug,205,6-May,168,,0-1,0-1,0-2,1-Jan,9-Mar,3-Sep
,,,,,(12-14-2),,,,,,,(6-4-2),,(5-9-0),,(1-1-0),,,(7-8-2),,(5-6-0),,,(0-1-0),(0-1-0),(0-2-0),(0-1-1),(3-9-0),(9-2-1)
,259,Northern_Arizona,Big Sky,,14-15,235,,276,196,---,,5-Jun,230,8-Jul,238,2-Jan,234,,11-Sep,223,4-May,261,,0-0,0-0,0-0,0-1,6-Jan,13-8
,,,,,(14-15-0),,,,,,,(6-5-0),,(7-8-0),,(1-2-0),,,(9-11-0),,(5-4-0),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(1-6-0),(13-8-0)
,260,UC_Davis,Big West,,13-17,187,,229,150,316,,6-Jun,193,10-Jul,184,0-1,172,,12-Sep,190,5-Apr,181,,0-0,0-2,0-2,4-Jan,6-May,5-Jul
,,,,,(12-17-1),,,,,,,(6-6-0),,(6-10-1),,(0-1-0),,,(8-12-1),,(4-5-0),,,(0-0-0),(0-2-0),(0-2-0),(1-4-0),(5-6-0),(6-5-1)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
,,,,,Record,,,,,,,Record,,Record,,Record,,,Record,,Record,,,Record,Record,Record,Record,Record,Record
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,261,Incarnate_Word,Southland,,16-Nov,235,,309,188,209,,5-Jun,266,10-Mar,203,1-Feb,254,,12-Aug,237,4-Mar,228,,0-1,0-0,0-1,0-1,7-Jan,7-Oct
,,,,,(10-15-2),,,,,,,(6-5-0),,(3-10-0),,(1-0-2),,,(7-11-2),,(3-4-0),,,(0-1-0),(0-0-0),(0-1-0),(0-1-0),(1-6-1),(9-7-1)
,262,North_Dakota,Summit,,21-Sep,179,,199,170,---,,6-Jun,183,12-Feb,177,3-Jan,170,,12-Jun,190,9-Mar,161,,0-1,0-1,0-2,0-1,10-May,8-Apr
,,,,,(9-21-0),,,,,,,(6-6-0),,(2-12-0),,(1-3-0),,,(6-12-0),,(3-9-0),,,(0-1-0),(0-1-0),(0-2-0),(0-1-0),(5-10-0),(4-8-0)
,263,UTRGV,Southland,,15-Nov,219,,293,165,---,,4-Jul,247,11-Feb,184,Feb-00,293,,12-Jul,228,3-Apr,196,,0-1,0-1,0-2,0-3,5-Jan,5-Oct
,,,,,(11-15-0),,,,,,,(7-4-0),,(2-11-0),,(2-0-0),,,(7-12-0),,(4-3-0),,,(0-1-0),(0-1-0),(0-2-0),(0-3-0),(1-5-0),(10-5-0)
,264,Grambling,Southwestern Athletic,,22-Sep,235,,335,195,253,,7-Mar,274,13-Apr,207,2-Feb,258,,12-Sep,287,0-10,126,,0-1,0-2,0-3,0-2,0-2,15-Sep
,,,,,(8-21-2),,,,,,,(3-7-0),,(4-12-1),,(1-2-1),,,(8-11-2),,(0-10-0),,,(0-1-0),(0-2-0),(0-3-0),(0-2-0),(0-2-0),(8-14-2)
,265,SUNY_Albany,America East,,15-16,253,,282,217,282,,7-Jun,272,8-Aug,240,1-Jan,235,,9-Sep,265,7-Jun,235,,0-0,0-0,0-0,0-1,5-Feb,13-10
,,,,,(14-14-3),,,,,,,(6-6-1),,(7-7-2),,(1-1-0),,,(8-8-2),,(6-6-1),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(2-5-0),(12-8-3)
,266,Lafayette,Patriot League,,20-Dec,257,,296,228,272,,6-Sep,285,14-Mar,233,0-0,---,,12-Aug,268,8-Apr,240,,0-0,0-1,0-1,0-0,0-5,14-Dec
,,,,,(12-17-3),,,,,,,(9-5-1),,(3-12-2),,(0-0-0),,,(8-10-2),,(4-7-1),,,(0-0-0),(0-1-0),(0-1-0),(0-0-0),(0-4-1),(12-12-2)
,267,W_Michigan,Mid-American,,20-Nov,208,,261,179,---,,9-May,243,10-Jun,183,0-1,128,,10-Sep,226,10-Feb,181,,0-1,0-0,0-1,0-3,6-Apr,10-Jul
,,,,,(11-20-0),,,,,,,(5-9-0),,(6-10-0),,(0-1-0),,,(9-10-0),,(2-10-0),,,(0-1-0),(0-0-0),(0-1-0),(0-3-0),(4-6-0),(7-10-0)
,268,Hawaii,Big West,,13-16,184,,252,131,230,,7-Nov,186,9-Feb,180,0-0,---,,13-Jul,190,3-Jun,171,,0-0,0-3,0-3,0-4,6-May,3-Aug
,,,,,(11-16-2),,,,,,,(9-7-2),,(2-9-0),,(0-0-0),,,(7-13-0),,(4-3-2),,,(0-0-0),(0-3-0),(0-3-0),(0-4-0),(4-6-1),(7-3-1)
,269,Idaho,Big Sky,,19-Dec,207,,238,185,290,,6-Jun,203,12-May,203,1-Jan,266,,11-Sep,218,8-Mar,188,,0-1,0-1,0-2,0-1,6-Mar,10-Sep
,,,,,(11-19-1),,,,,,,(5-6-1),,(5-12-0),,(1-1-0),,,(8-11-1),,(3-8-0),,,(0-1-0),(0-1-0),(0-2-0),(0-1-0),(3-6-0),(8-10-1)
,270,Marist,Metro Atlantic Athletic,,20-10,273,,274,260,316,,4-Nov,279,5-Sep,271,0-1,225,,13-8,261,2-Jul,301,,0-0,0-0,0-0,0-0,1-Feb,18-9
,,,,,(17-10-3),,,,,,,(9-4-2),,(8-5-1),,(0-1-0),,,(12-8-1),,(5-2-2),,,(0-0-0),(0-0-0),(0-0-0),(0-0-0),(2-1-0),(15-9-3)
,271,TN_Martin,Ohio Valley,,19-Nov,247,,262,223,281,,5-May,271,12-May,228,2-Jan,279,,12-Oct,269,7-Jan,188,,0-1,0-0,0-1,0-0,3-Feb,15-Sep
,,,,,(10-14-6),,,,,,,(5-4-1),,(4-8-5),,(1-2-0),,,(9-8-5),,(1-6-1),,,(0-1-0),(0-0-0),(0-1-0),(0-0-0),(2-3-0),(8-10-6)
,272,Georgia_St,Sun Belt,,13-19,207,,278,161,244,,6-Aug,245,11-Mar,162,2-Feb,235,,11-Sep,215,8-Apr,194,,0-2,0-1,0-3,0-2,8-Feb,6-Nov
,,,,,(12-19-1),,,,,,,(7-6-1),,(3-11-0),,(2-2-0),,,(8-11-1),,(4-8-0),,,(0-2-0),(0-1-0),(0-3-0),(0-2-0),(2-8-0),(10-6-1)
,273,Brown,Ivy League,,13-13,223,,274,177,193,,6-Jul,246,7-Jun,200,0-0,---,,8-Jun,231,5-Jul,214,,0-2,0-0,0-2,0-2,2-Mar,7-Oct
,,,,,(12-12-2),,,,,,,(6-6-1),,(6-6-1),,(0-0-0),,,(6-8-0),,(6-4-2),,,(0-2-0),(0-0-0),(0-2-0),(0-2-0),(2-2-1),(10-6-1)
,274,E_Washington,Big Sky,,22-Aug,189,,249,167,---,,6-Jun,214,14-Feb,170,0-2,187,,13-Jun,224,9-Feb,128,,0-1,0-0,0-1,0-2,11-Feb,8-Jun
,,,,,(8-22-0),,,,,,,(6-6-0),,(2-14-0),,(0-2-0),,,(6-13-0),,(2-9-0),,,(0-1-0),(0-0-0),(0-1-0),(0-2-0),(2-11-0),(6-8-0)
,275,Florida_Intl,Conference USA,,23-Aug,181,,245,160,203,,8-May,179,13-Jan,179,2-Feb,193,,16-Apr,143,7-Apr,249,,0-0,0-0,0-0,0-2,18-Mar,3-May
,,,,,(6-22-3),,,,,,,(4-7-2),,(1-13-0),,(1-2-1),,,(3-15-2),,(3-7-1),,,(0-0-0),(0-0-0),(0-0-0),(0-2-0),(3-17-1),(3-3-2)
,276,E_Michigan,Mid-American,,15-16,222,,253,176,308,,5-Aug,228,10-Jun,219,1-Jan,203,,10-Sep,219,6-Jun,226,,0-0,0-0,0-0,0-1,8-Apr,7-Nov
,,,,,(15-14-2),,,,,,,(8-4-1),,(6-9-1),,(1-1-0),,,(9-9-1),,(6-5-1),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(4-8-0),(11-5-2)
,277,CS_Bakersfield,Big West,,19-Dec,195,,258,146,295,,6-Jul,193,11-Apr,195,2-Jan,211,,13-Aug,188,6-Apr,212,,0-0,0-2,0-2,0-2,11-Mar,4-Sep
,,,,,(11-18-2),,,,,,,(7-6-0),,(3-11-1),,(1-1-1),,,(7-13-1),,(4-5-1),,,(0-0-0),(0-2-0),(0-2-0),(0-2-0),(3-11-0),(8-3-2)
,278,Pacific,West Coast,,24-Jul,169,,250,145,206,,10-Apr,199,13-Feb,132,1-Jan,244,,15-Apr,158,9-Mar,188,,0-3,0-1,0-4,0-8,2-Apr,10-Mar
,,,,,(6-23-2),,,,,,,(4-10-0),,(1-12-2),,(1-1-0),,,(3-14-2),,(3-9-0),,,(0-3-0),(0-1-0),(0-4-0),(0-8-0),(3-2-1),(3-9-1)
,279,LIU_Brooklyn,Northeast,,15-16,275,,312,216,339,,5-Aug,306,9-Jul,245,0-2,321,,13-5,311,11-Feb,226,,0-1,0-1,0-2,0-0,3-Jan,14-11
,,,,,(14-13-4),,,,,,,(7-5-1),,(7-7-2),,(0-1-1),,,(12-3-3),,(2-10-1),,,(0-1-0),(0-1-0),(0-2-0),(0-0-0),(1-3-0),(13-8-4)
,280,Bowling_Green,Mid-American,,18-Dec,233,,295,192,---,,8-Jun,239,8-May,240,2-Jan,176,,11-Aug,234,7-Apr,232,,0-1,0-0,0-1,0-2,6-Jan,9-Nov
,,,,,(12-18-0),,,,,,,(6-8-0),,(5-8-0),,(1-2-0),,,(8-11-0),,(4-7-0),,,(0-1-0),(0-0-0),(0-1-0),(0-2-0),(1-6-0),(11-9-0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
,LRMC Rank,Team,Conference,,Win/Loss,Avg. Opp. Rank,,Avg. Opp. Rank,Avg. Opp. Rank,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Avg. Opp. Rank,Win/Loss,Avg. Opp. Rank,,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss,Win/Loss
,,,,,Record,,,,,,,Record,,Record,,Record,,,Record,,Record,,,Record,Record,Record,Record,Record,Record
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,281,Austin_Peay,Atlantic Sun,,19-Dec,202,,238,182,208,,5-Jun,220,13-Apr,181,1-Feb,258,,11-Sep,227,8-Mar,158,,0-1,0-0,0-1,3-Jan,9-Mar,6-Aug
,,,,,(10-18-3),,,,,,,(4-5-2),,(4-12-1),,(2-1-0),,,(7-10-3),,(3-8-0),,,(0-1-0),(0-0-0),(0-1-0),(1-3-0),(2-8-2),(7-6-1)
,282,Ball_St,Mid-American,,17-Nov,234,,265,208,313,,7-Jun,253,9-Apr,218,1-Jan,207,,11-Jul,230,6-Apr,240,,0-0,0-0,0-0,0-3,3-Feb,11-Sep
,,,,,(9-17-2),,,,,,,(4-7-2),,(4-9-0),,(1-1-0),,,(5-11-2),,(4-6-0),,,(0-0-0),(0-0-0),(0-0-0),(0-3-0),(2-3-0),(7-11-2)
,283,Fresno_St,Mountain West,,26-Jun,141,,305,83,193,,9-May,160,14-Jan,130,0-3,113,,19-Feb,110,7-Apr,201,,0-1,0-10,0-11,0-6,0-6,3-Jun
,,,,,(6-21-5),,,,,,,(5-7-2),,(1-12-2),,(0-2-1),,,(2-15-4),,(4-6-1),,,(0-1-0),(0-10-0),(0-11-0),(0-5-1),(0-4-2),(6-1-2)
,284,Mercer,Southern,,19-Dec,211,,320,159,213,,6-May,231,11-May,201,2-Feb,199,,13-Jul,208,6-May,217,,0-0,0-0,0-0,0-1,15-Mar,3-Sep
,,,,,(9-19-3),,,,,,,(4-6-1),,(4-11-1),,(1-2-1),,,(6-13-1),,(3-6-2),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(1-15-2),(8-3-1)
,285,TX_Southern,Southwestern Athletic,,17-Dec,229,,309,172,310,,4-Jun,283,12-Jun,199,0-1,231,,7-Dec,290,0-10,112,,0-0,0-4,0-4,0-1,0-2,10-Dec
,,,,,(10-17-2),,,,,,,(5-4-1),,(5-12-1),,(0-1-0),,,(10-7-2),,(0-10-0),,,(0-0-0),(0-4-0),(0-4-0),(0-1-0),(0-2-0),(10-10-2)
,286,Tennessee_Tech,Ohio Valley,,13-17,249,,306,209,271,,5-Jul,274,10-May,221,2-Jan,287,,11-Oct,270,6-Mar,199,,0-0,0-1,0-1,0-2,0-3,13-11
,,,,,(11-17-2),,,,,,,(6-5-1),,(4-10-1),,(1-2-0),,,(8-11-2),,(3-6-0),,,(0-0-0),(0-1-0),(0-1-0),(0-2-0),(0-3-0),(11-11-2)
,287,Harvard,Ivy League,,15-Nov,219,,248,194,326,,5-Jun,221,10-May,218,0-0,---,,7-Jul,229,8-Apr,209,,0-1,0-0,0-1,2-Jan,3-Jan,9-Sep
,,,,,(10-15-1),,,,,,,(6-5-0),,(4-10-1),,(0-0-0),,,(6-7-1),,(4-8-0),,,(0-1-0),(0-0-0),(0-1-0),(1-2-0),(1-3-0),(8-9-1)
,288,Old_Dominion,Sun Belt,,13-20,211,,266,178,244,,9-May,226,7-May,217,4-Mar,172,,11-Nov,221,9-Feb,192,,0-1,0-0,0-1,0-3,10-Mar,6-Oct
,,,,,(11-20-2),,,,,,,(5-9-0),,(3-7-2),,(3-4-0),,,(9-11-2),,(2-9-0),,,(0-1-0),(0-0-0),(0-1-0),(0-3-0),(2-10-1),(9-6-1)
,289,Rider,Metro Atlantic Athletic,,14-19,237,,265,216,---,,7-May,257,11-Aug,227,1-Jan,209,,12-Oct,255,7-Apr,199,,0-0,0-2,0-2,0-1,6-Feb,10-Dec
,,,,,(14-19-0),,,,,,,(5-7-0),,(8-11-0),,(1-1-0),,,(10-12-0),,(4-7-0),,,(0-0-0),(0-2-0),(0-2-0),(0-1-0),(2-6-0),(12-10-0)
,290,Weber_St,Big Sky,,22-Sep,202,,273,164,268,,10-Feb,190,11-Apr,202,1-Mar,238,,14-Jun,221,8-Mar,168,,0-0,0-1,0-1,0-3,0-9,9-Sep
,,,,,(9-20-2),,,,,,,(2-10-0),,(4-9-2),,(3-1-0),,,(6-13-1),,(3-7-1),,,(0-0-0),(0-1-0),(0-1-0),(0-3-0),(0-9-0),(9-7-2)
,291,Boston_Univ,Patriot League,,15-16,253,,277,241,221,,4-Nov,262,12-Mar,241,Jan-00,303,,9-Oct,264,7-May,236,,0-0,0-1,0-1,0-0,3-Feb,13-12
,,,,,(12-16-3),,,,,,,(8-4-3),,(3-12-0),,(1-0-0),,,(8-9-2),,(4-7-1),,,(0-0-0),(0-1-0),(0-1-0),(0-0-0),(1-3-1),(11-12-2)
,292,Houston_Chr,Southland,,19-Sep,210,,286,174,---,,7-May,233,11-Apr,194,0-1,175,,11-Aug,233,8-Jan,160,,0-1,0-2,0-3,0-2,7-Jan,7-Aug
,,,,,(9-19-0),,,,,,,(5-7-0),,(4-11-0),,(0-1-0),,,(8-11-0),,(1-8-0),,,(0-1-0),(0-2-0),(0-3-0),(0-2-0),(1-7-0),(8-7-0)
,293,San_Diego,West Coast,,27-May,174,,282,154,---,,13-Apr,194,0-12,144,2-Jan,181,,17-Mar,157,10-Feb,203,,0-2,0-2,0-4,0-8,0-5,10-May
,,,,,(5-27-0),,,,,,,(4-13-0),,(0-12-0),,(1-2-0),,,(3-17-0),,(2-10-0),,,(0-2-0),(0-2-0),(0-4-0),(0-8-0),(0-5-0),(5-10-0)
,294,St_Peter's,Metro Atlantic Athletic,,16-Nov,249,,275,224,279,,6-May,255,10-Jun,244,0-0,---,,13-Jul,261,3-Apr,214,,0-0,0-0,0-0,0-1,3-Feb,12-Sep
,,,,,(11-14-2),,,,,,,(5-5-1),,(6-9-1),,(0-0-0),,,(7-11-2),,(4-3-0),,,(0-0-0),(0-0-0),(0-0-0),(0-1-0),(2-3-0),(9-10-2)
,295,Southern_Miss,Sun Belt,,22-Sep,200,,253,179,205,,6-Jul,211,13-Jan,186,3-Jan,213,,14-Jun,214,8-Mar,174,,0-0,0-1,0-1,0-5,8-Feb,8-Jul
,,,,,(8-21-2),,,,,,,(6-6-1),,(1-12-1),,(1-3-0),,,(5-13-2),,(3-8-0),,,(0-0-0),(0-1-0),(0-1-0),(0-5-0),(2-8-0),(6-7-2)
,296,Portland,West Coast,,20-Oct,171,,237,137,204,,7-Jul,180,9-Mar,148,0-4,207,,12-Jul,148,8-Mar,210,,0-4,0-1,0-5,3-Jan,6-Jan,6-Aug
,,,,,(8-19-3),,,,,,,(5-7-2),,(3-8-1),,(0-4-0),,,(6-12-1),,(2-7-2),,,(0-4-0),(0-0-1),(0-4-1),(1-3-0),(1-6-0),(6-6-2)
,297,Lehigh,Patriot League,,19-Sep,240,,275,228,208,,5-Jun,262,14-Mar,226,0-0,---,,13-Jun,267,6-Mar,185,,0-0,0-1,0-1,0-3,1-Jan,14-Aug
,,,,,(8-18-2),,,,,,,(5-4-2),,(3-14-0),,(0-0-0),,,(5-12-2),,(3-6-0),,,(0-0-0),(0-1-0),(0-1-0),(0-3-0),(0-1-1),(8-13-1)
,298,Denver,Summit,,21-Aug,193,,248,167,199,,6-May,198,12-Mar,192,0-3,179,,12-May,191,9-Mar,195,,0-0,0-1,0-1,0-1,12-Feb,7-Jun
,,,,,(8-18-3),,,,,,,(5-6-0),,(3-9-3),,(0-3-0),,,(5-11-1),,(3-7-2),,,(0-0-0),(0-1-0),(0-1-0),(0-1-0),(2-10-2),(6-6-1)
,299,SF_Austin,Southland,,17-Sep,206,,237,176,279,,8-Apr,213,9-May,200,0-0,---,,13-May,217,4-Apr,181,,0-0,0-1,0-1,0-4,4-Mar,8-Jun
,,,,,(8-15-3),,,,,,,(4-6-2),,(4-9-1),,(0-0-0),,,(4-12-2),,(4-3-1),,,(0-0-0),(0-1-0),(0-1-0),(0-4-0),(3-4-0),(5-6-3)
,300,Charleston_So,Big South,,22-Aug,192,,244,173,168,,5-May,212,14-Mar,166,0-3,270,,11-Jun,213,11-Feb,164,,0-1,0-1,0-2,0-3,8-Feb,9-Jun
,,,,,(8-21-1),,,,,,,(5-5-0),,(3-13-1),,(0-3-0),,,(6-10-1),,(2-11-0),,,(0-1-0),(0-1-0),(0-2-0),(0-3-0),(2-7-1),(6-9-0)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Through games of 3/16/2025,,All games (vs. Div. I opponents),,Regulation wins,Regulation losses,Overtime,,Home,Road,Neutral1,,Conference2,Non-Conference2,,vs.,vs.,vs.,vs.,vs.,vs.,,,,,,,,
,,,,,,,,,,,,,,,,25-Jan,26-50,Jan-50,51-100,101-200,201+,,,,,,,,
