,Elite 8,Rk,Seed,Win,AdjOE,AdjDE,AdjOD,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,Conf_A10,Conf_ACC,Conf_AE,Conf_ASun,Conf_Amer,Conf_B10,Conf_B12,Conf_BE,Conf_BSky,Conf_BSth,Conf_BW,Conf_CAA,Conf_CUSA,Conf_Horz,Conf_Ind,Conf_Ivy,Conf_MAAC,Conf_MAC,Conf_MEAC,Conf_MVC,Conf_MWC,Conf_NEC,Conf_OVC,Conf_P12,Conf_Pat,Conf_SB,Conf_SC,Conf_SEC,Conf_SWAC,Conf_Slnd,Conf_Sum,Conf_WAC,Conf_WCC
91,0,5.765191102784844,4.543294782270004,3.091042453358316,4.749270529961848,4.613138355637268,0,0.6044252504991408,3.9740583963475986,3.877431560658527,2.8678989020441064,2.8735646395797834,3.4995332823830174,3.484312288372662,3.586292865338835,3.3775875160230218,3.919991175077323,3.8628327612373745,3.681351187693145,3.5115454388310208,3.502549875922443,3.56953269648137,4.279440045898781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93,0,5.762051382780177,4.532599493153256,3.2188758248682006,4.712229258281499,4.577798989191959,0,0.6026752773958697,3.8918202981106265,3.9180050771056933,2.8390784635086144,3.0726933146901194,3.4468078929142076,3.4436180975461075,3.6454498961866,3.367295829986474,3.8918202981106265,3.927896354584436,3.4995332823830174,3.505557396986398,3.6402142821326553,3.529297384289471,4.239886867512759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,5.75890177387728,4.477336814478207,3.2188758248682006,4.718498871295094,4.584967478670572,0,0.6016347800538379,4.021773869387265,3.9219733362813143,2.928523523860541,3.292126286607793,3.5409593240373143,3.456316680883235,3.563882963939251,3.7184382563554808,4.0163830207523885,3.9259259105971376,3.634951112088381,3.520460802488973,3.632309102625542,3.456316680883235,4.223909766576744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
97,0,5.755742213586912,0.6931471805599453,3.258096538021482,4.736198448394496,4.6061696863211745,0,0.5983418732860335,3.9871304779149512,3.8979240810486444,2.8213788864092133,2.9338568698359038,3.4719664525503626,3.265759410767051,3.591817741270805,3.493472657771326,3.9357395320454622,3.871201010907891,3.673765816303888,3.5467396869528134,3.6270040503958487,3.6609942506244004,4.310799125385514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,0,5.752572638825633,4.499809670330265,3.1354942159291497,4.709530201312334,4.579852378003801,0,0.5981769429687184,3.9740583963475986,3.8649313978942956,3.039749158970765,2.9338568698359038,3.696351468952637,3.2308043957334744,3.754198920234579,3.535145354171894,3.9589065913269965,3.8394523125933104,3.6109179126442243,3.517497837358316,3.4688560301359703,3.563882963939251,4.2017030805426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,5.749392985908253,4.564348191467836,3.2188758248682006,4.787491742782046,4.657762636107262,0,0.5974619304255373,4.007333185232471,3.9219733362813143,2.791165107812717,2.760009940032921,3.517497837358316,3.4995332823830174,3.5234150143864045,3.295836866004329,3.9871304779149512,3.8607297110405954,3.648057459593681,3.634951112088381,3.563882963939251,3.5667118201397288,4.183575695950044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,5.746203190540153,4.51085950651685,3.1354942159291497,4.746669748261791,4.618086411254637,0,0.5969115726791195,4.0163830207523885,3.9589065913269965,2.740840023925201,2.9391619220655967,3.250374491927572,3.3105430133940246,3.3603753871419,3.332204510175204,3.9815490680767565,3.9531649487593215,3.6635616461296463,3.5751506887855933,3.8133070324889884,3.6216707044204863,4.1956970564823886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,5.7430031878094825,0.6931471805599453,2.8903717578961645,4.73444252169223,4.6061696863211745,0,0.5964710682944843,3.9435216724875173,3.8897773964808264,2.8213788864092133,2.9444389791664403,3.4436180975461075,3.4436180975461075,3.535145354171894,3.3843902633457743,3.914021008090819,3.8394523125933104,3.5890591188317256,3.580737295494233,3.6938669956249757,3.5553480614894135,4.168214410788556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,5.739792912179234,4.543294782270004,2.995732273553991,4.742320024135325,4.61512051684126,0,0.5952035362298188,3.9318256327243257,3.92395157629342,2.9338568698359038,2.995732273553991,3.475067230228611,3.505557396986398,3.765840495250065,3.5234150143864045,3.9160150266976834,3.8753590210565547,3.572345637857985,3.6000482404073204,3.4468078929142076,3.6584202466292277,4.209160236650682,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,5.736572297479192,4.553876891600541,3.258096538021482,4.675628649636653,4.549657476057832,0,0.5942656309998282,3.9627161197436642,3.8691155044168695,2.975529566236472,2.9444389791664403,3.391147045808654,3.2268439945173775,3.7328963395307104,3.520460802488973,3.960813169597578,3.7999735016195233,3.5667118201397288,3.580737295494233,3.58351893845611,3.632309102625542,4.22829253473184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,5.733341276897746,4.51085950651685,3.1354942159291497,4.715816706075155,4.591071261608589,0,0.592663641981623,3.9926809084456005,3.906004933102583,2.785011242238338,2.970414465569701,2.928523523860541,3.3463891451671604,3.55820113047182,3.250374491927572,3.9569963710708773,3.910021002757473,3.6428355156125294,3.5085558999826545,3.7773481021015445,3.6913763343125234,4.155753190350744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,5.730099782973574,0.6931471805599453,3.2188758248682006,4.699570861409576,4.577798989191959,0,0.5901172802404013,3.901972669574645,3.879499813722586,2.990719731730447,3.068052935133617,3.6506582412937387,3.417726683613366,3.7887247890836524,3.6686767467964168,3.8628327612373745,3.7819143200811256,3.594568774642695,3.6054978451748854,3.4242626545931514,3.742420221041966,4.26689632742025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,0,5.726847747587197,4.543294782270004,3.091042453358316,4.696837374513915,4.576770711466393,0,0.5888971591861462,3.899950424193877,3.86702563949741,2.9856819377004897,2.797281334830153,3.5779478934066544,3.250374491927572,3.7256934272366524,3.6027767550605247,3.8044377947482086,3.8133070324889884,3.6788291182604347,3.591817741270805,3.4995332823830174,3.3945083935113587,4.248495242049359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118,0,5.723585101952381,0.6931471805599453,3.044522437723423,4.736198448394496,4.617098756853365,0,0.587397700376336,3.966511190712216,3.949318790171843,2.9444389791664403,2.990719731730447,3.520460802488973,3.3775875160230218,3.6584202466292277,3.629660094453965,3.9721769282478934,3.910021002757473,3.55820113047182,3.616308761279101,3.484312288372662,3.6375861597263857,4.28771595520264,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,5.720311776607412,4.48863636973214,3.295836866004329,4.689511334421843,4.574710978503383,0,0.5833881165672059,3.9684033388642534,3.8264651170664994,2.9496883350525844,3.0349529867072724,3.4468078929142076,3.3105430133940246,3.8372994592322094,3.7184382563554808,4.009149716158869,3.824284091120139,3.502549875922443,3.4339872044851463,3.6838669122903918,3.5467396869528134,4.269697449699962,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,5.717027701406222,0.6931471805599453,2.772588722239781,4.724729421045731,4.611152257665639,0,0.5812654479118535,3.955082494888593,3.8628327612373745,3.0007198150650303,2.8507065015037334,3.3775875160230218,3.380994674344636,3.6609942506244004,3.9180050771056933,3.9589065913269965,3.8088822465086327,3.5524868292083815,3.580737295494233,3.7471483622379123,3.4657359027997265,4.23410650459726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,5.713732805509369,0.6931471805599453,3.091042453358316,4.736198448394496,4.623991940228679,0,0.5809858136716151,4.01096295328305,3.9160150266976834,2.8449093838194073,2.954910279033736,3.367295829986474,3.3068867021909143,3.5524868292083815,3.4688560301359703,3.970291913552122,3.883623530906448,3.66612246699132,3.594568774642695,3.765840495250065,3.380994674344636,4.242764567340374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,5.71042701737487,0.6931471805599453,2.995732273553991,4.71760561531788,4.607168188650764,0,0.5781290689756787,3.893859034800475,3.8897773964808264,2.91235066461494,3.068052935133617,3.5380565643793527,3.6027767550605247,3.742420221041966,3.8199077165203406,3.877431560658527,3.8753590210565547,3.529297384289471,3.529297384289471,3.5322256440685598,3.414442608412176,4.360547602996758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128,0,5.707110264748875,4.553876891600541,2.9444389791664403,4.71760561531788,4.607168188650764,0,0.5780729727144799,3.927896354584436,3.9219733362813143,2.8678989020441064,3.0204248861443626,3.4011973816621555,3.502549875922443,3.632309102625542,3.696351468952637,3.8691155044168695,3.9318256327243257,3.648057459593681,3.5085558999826545,3.487375077903208,3.686376323895818,4.220977213155467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130,0,5.703782474656201,0.6931471805599453,3.044522437723423,4.700480365792417,4.591071261608589,0,0.5775118369610208,3.893859034800475,3.8394523125933104,3.005682604407159,2.8094026953624978,3.5085558999826545,3.427514689979529,3.7954891891721947,3.7400477406883357,3.824284091120139,3.7796338173824005,3.632309102625542,3.529297384289471,3.484312288372662,3.703768066607687,4.219507705176107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,0,5.700443573390687,4.499809670330265,3.367295829986474,4.696837374513915,4.5880240271531205,0,0.5771750043075247,3.9684033388642534,3.8480176754522337,2.8094026953624978,3.091042453358316,3.3214324131932926,3.417726683613366,3.481240089335692,3.6712245188752153,3.910021002757473,3.8437441646748516,3.6686767467964168,3.462606009790799,3.58351893845611,3.7184382563554808,4.157319361383489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,0,5.697093486505405,0.6931471805599453,3.044522437723423,4.712229258281499,4.603168183317418,0,0.5758827603992946,3.9318256327243257,3.912023005428146,2.9444389791664403,2.9391619220655967,3.4436180975461075,3.490428515390098,3.919991175077323,3.5409593240373143,3.914021008090819,3.933784497209659,3.5779478934066544,3.475067230228611,3.414442608412176,3.6402142821326553,4.257030144499196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,0,5.6937321388027,0.6931471805599453,2.772588722239781,4.730921391293652,4.623991940228679,0,0.5737440833121639,3.937690752176724,3.9259259105971376,2.884800712846709,2.8390784635086144,3.520460802488973,3.4468078929142076,3.505557396986398,3.5524868292083815,3.9080149840306073,3.883623530906448,3.6189933266497696,3.594568774642695,3.342861804649192,3.6584202466292277,4.255612709818223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,0,5.69035945432406,0.6931471805599453,3.1354942159291497,4.771531723203316,4.66814498514948,0,0.5695095401017669,3.9740583963475986,3.877431560658527,2.797281334830153,2.9652730660692823,3.6054978451748854,3.535145354171894,3.5667118201397288,3.6109179126442243,3.9721769282478934,3.8979240810486444,3.5779478934066544,3.4436180975461075,3.4995332823830174,3.580737295494233,4.210645017918261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,0,5.68697535633982,4.624972813284271,2.995732273553991,4.7318028369214575,4.629862798578463,0,0.5687171021817683,3.9531649487593215,3.966511190712216,2.8449093838194073,2.9856819377004897,3.427514689979529,3.4307561839036995,3.784189633918261,3.5380565643793527,3.970291913552122,3.9569963710708773,3.517497837358316,3.58351893845611,3.4719664525503626,3.6402142821326553,4.290459441148391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,0,5.683579767338681,4.624972813284271,3.044522437723423,4.71760561531788,4.617098756853365,0,0.5664495275139878,3.979681653901961,3.8607297110405954,2.8213788864092133,2.856470206220483,3.449987545831587,3.3775875160230218,3.380994674344636,3.58351893845611,3.9627161197436642,3.7932394694381792,3.6054978451748854,3.56953269648137,3.754198920234579,3.634951112088381,4.168214410788556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,5.680172609017068,4.624972813284271,3.044522437723423,4.706823839714591,4.611152257665639,0,0.5600157079567497,3.970291913552122,3.906004933102583,3.044522437723423,2.995732273553991,3.370738174177447,3.456316680883235,3.7256934272366524,3.367295829986474,3.977810745966149,3.8753590210565547,3.5524868292083815,3.563882963939251,3.4436180975461075,3.572345637857985,4.268297869345539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,0,5.676753802268282,4.624972813284271,2.833213344056216,4.712229258281499,4.617098756853365,0,0.5597872018146528,3.9259259105971376,3.927896354584436,2.791165107812717,3.0252910757955354,3.462606009790799,3.4372078191851885,3.653252276470785,3.7819143200811256,3.8522730010223722,3.885679030088544,3.7062280924485496,3.6082115510464816,3.342861804649192,3.580737295494233,4.264087336809195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
148,0,5.673323267171493,4.624972813284271,3.044522437723423,4.725616339063959,4.631812116934513,0,0.5584722772333437,3.893859034800475,3.9259259105971376,2.89591193827178,3.0492730404820207,3.572345637857985,3.4688560301359703,3.744787086052232,3.730501128804756,3.8607297110405954,3.879499813722586,3.5496173867804286,3.597312260588446,3.686376323895818,3.676300671907076,4.241326752570746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
150,0,5.66988092298052,4.624972813284271,2.833213344056216,4.746669748261791,4.6549122778829055,0,0.556582621103719,3.901972669574645,3.9435216724875173,2.8390784635086144,2.772588722239781,3.6189933266497696,3.4468078929142076,3.686376323895818,3.4242626545931514,3.8691155044168695,3.8815637979434374,3.5779478934066544,3.648057459593681,3.427514689979529,3.624340932976365,4.22829253473184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,5.666426688112432,4.624972813284271,2.995732273553991,4.680277658474897,4.5880240271531205,0,0.556582621103719,3.8522730010223722,3.8264651170664994,2.856470206220483,2.990719731730447,3.5085558999826545,3.4210000089583352,3.758871825933971,3.673765816303888,3.8308129500026027,3.8199077165203406,3.5085558999826545,3.449987545831587,3.4307561839036995,3.505557396986398,4.310799125385514,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,5.662960480135946,4.624972813284271,3.2188758248682006,4.6839813664123815,4.593097604753822,0,0.5552060794467225,3.996364153861897,3.8480176754522337,2.954910279033736,2.9652730660692823,3.2386784521643803,3.258096538021482,3.8691155044168695,3.414442608412176,3.9926809084456005,3.8155121050473024,3.6082115510464816,3.5145260669691587,3.265759410767051,3.4965075614664802,4.242764567340374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0,5.659482215759621,4.51085950651685,3.044522437723423,4.713127327493184,4.622027303054514,0,0.5545170973904157,3.937690752176724,3.8958936234982624,2.8094026953624978,3.0633909220278057,3.367295829986474,3.449987545831587,3.703768066607687,3.572345637857985,3.9531649487593215,3.828641396489095,3.5145260669691587,3.6082115510464816,3.6189933266497696,3.634951112088381,4.241326752570746,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,5.655991810819852,4.624972813284271,2.8903717578961645,4.696837374513915,4.607168188650764,0,0.5529651499600828,3.9396381724611196,3.883623530906448,2.917770732084279,2.9856819377004897,3.4531571205928664,3.3068867021909143,3.653252276470785,3.703768066607687,3.8979240810486444,3.8628327612373745,3.624340932976365,3.535145354171894,3.529297384289471,3.4210000089583352,4.186619838331271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,0,5.652489180268651,4.499809670330265,3.2188758248682006,4.722953221644475,4.634728988229636,0,0.5516412182657657,3.9569963710708773,3.8918202981106265,2.89591193827178,2.9014215940827497,3.5085558999826545,3.2771447329921766,3.7184382563554808,3.7184382563554808,3.9259259105971376,3.8732821771117156,3.6136169696133895,3.535145354171894,3.6428355156125294,3.520460802488973,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,0,5.648974238161206,4.624972813284271,2.70805020110221,4.705015520957808,4.617098756853365,0,0.5514684022280074,3.9646154555473165,3.910021002757473,2.9444389791664403,2.970414465569701,3.4242626545931514,3.5234150143864045,3.417726683613366,3.6189933266497696,3.9815490680767565,3.8815637979434374,3.5380565643793527,3.563882963939251,3.616308761279101,3.5524868292083815,4.252771798816619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,0,5.645446897643238,4.624972813284271,3.295836866004329,4.677490847567717,4.592084946439436,0,0.5486992761940721,3.9531649487593215,3.8199077165203406,2.954910279033736,2.91235066461494,3.40452517175483,3.374168709274236,3.586292865338835,3.5751506887855933,3.9180050771056933,3.751854253275325,3.629660094453965,3.5322256440685598,3.456316680883235,3.634951112088381,4.222444564849416,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0,5.641907070938114,4.624972813284271,3.091042453358316,4.677490847567717,4.592084946439436,0,0.547369680946604,3.919991175077323,3.8628327612373745,2.9856819377004897,2.89591193827178,3.4404180948154366,3.40452517175483,3.6109179126442243,3.4468078929142076,3.912023005428146,3.817712325956905,3.5380565643793527,3.5380565643793527,3.520460802488973,3.6402142821326553,4.22829253473184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,5.638354669333745,4.624972813284271,2.9444389791664403,4.673762977453703,4.589040804058207,0,0.5468489229426468,3.92395157629342,3.8628327612373745,3.039749158970765,2.954910279033736,3.3775875160230218,3.572345637857985,3.730501128804756,3.6913763343125234,3.901972669574645,3.8308129500026027,3.5524868292083815,3.5234150143864045,3.7977338590260183,3.5610460826040513,4.186619838331271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,0,5.634789603169249,4.5217885770490405,3.091042453358316,4.6839813664123815,4.601162164590552,0,0.5446471722415014,3.871201010907891,3.858622228701031,2.6946271807700692,2.8449093838194073,3.40452517175483,3.4242626545931514,3.3178157727231046,3.391147045808654,3.8264651170664994,3.856510295497887,3.5467396869528134,3.4719664525503626,3.6506582412937387,3.502549875922443,4.198704577546343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,5.631211781821365,4.624972813284271,3.258096538021482,4.707726774313183,4.626931677769604,0,0.5422661496003097,3.983413001514819,3.86702563949741,2.803360380906535,2.8735646395797834,3.3843902633457743,3.4468078929142076,3.4531571205928664,3.5085558999826545,3.8918202981106265,3.8815637979434374,3.6686767467964168,3.4372078191851885,3.949318790171843,3.5234150143864045,4.225372824628505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,5.627621113690637,4.624972813284271,2.9444389791664403,4.684905154006945,4.604169685654508,0,0.5419753927582067,3.937690752176724,3.8649313978942956,2.970414465569701,2.917770732084279,3.3945083935113587,3.3638415951183864,3.3463891451671604,3.756538102587751,3.899950424193877,3.8877303128591016,3.6054978451748854,3.4339872044851463,3.6136169696133895,3.735285826928092,4.215086179918229,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,5.6240175061873385,4.624972813284271,2.9444389791664403,4.701389043728634,4.622027303054514,0,0.5398211606072432,3.9646154555473165,3.970291913552122,2.856470206220483,3.054001181677967,3.339321977944068,3.2771447329921766,3.735285826928092,3.632309102625542,4.001863709427935,3.949318790171843,3.5145260669691587,3.6109179126442243,3.7727609380946383,3.6454498961866,4.254193263163997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,0,5.62040086571715,4.624972813284271,2.9444389791664403,4.738826570800765,4.659658371272161,0,0.5395879924336423,4.023564380161053,3.9219733362813143,2.8273136219290276,2.791165107812717,3.288401887516811,3.339321977944068,3.6270040503958487,3.3638415951183864,4.021773869387265,3.919991175077323,3.629660094453965,3.529297384289471,3.655839600035736,3.7256934272366524,4.238444906195857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,5.616771097666572,4.624972813284271,2.5649493574615367,4.675628649636653,4.596129441335942,0,0.5392964557416849,3.8979240810486444,3.8732821771117156,3.0007198150650303,2.917770732084279,3.3945083935113587,3.505557396986398,3.6712245188752153,3.735285826928092,3.8877303128591016,3.822098297900159,3.520460802488973,3.5610460826040513,3.6270040503958487,3.6027767550605247,4.177459468932607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,5.6131281063880705,4.624972813284271,3.1354942159291497,4.745801315727837,4.667205576907544,0,0.5389464994826453,3.960813169597578,3.92395157629342,2.8622008809294686,2.995732273553991,3.475067230228611,3.5380565643793527,3.6506582412937387,3.648057459593681,3.9080149840306073,3.9415818076696905,3.6454498961866,3.4995332823830174,3.653252276470785,3.653252276470785,4.23410650459726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,5.60947179518496,4.48863636973214,3.1780538303479458,4.713127327493184,4.633757642840004,0,0.5387131272528813,3.955082494888593,3.8815637979434374,2.8273136219290276,3.039749158970765,3.4995332823830174,3.4372078191851885,3.6000482404073204,4.028916756899646,3.9512437185814275,3.8522730010223722,3.5667118201397288,3.5524868292083815,3.543853682063679,3.3843902633457743,4.268297869345539,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,5.605802066295998,4.465908118654584,3.091042453358316,4.659658371272161,4.580877493419047,0,0.5385964207113473,3.9180050771056933,3.832979798087693,2.954910279033736,3.1135153092103742,3.55820113047182,3.4242626545931514,3.6635616461296463,3.763522997109702,3.901972669574645,3.7796338173824005,3.563882963939251,3.5380565643793527,3.3357695763397,3.5322256440685598,4.22683374526818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
189,0,5.602118820879701,4.624972813284271,2.833213344056216,4.740574822994295,4.663439094112067,0,0.536551848336871,4.019980146933238,3.949318790171843,2.7536607123542622,2.954910279033736,3.186352633162641,3.487375077903208,3.5890591188317256,3.6136169696133895,4.032469158504013,3.919991175077323,3.6000482404073204,3.6109179126442243,3.624340932976365,3.5085558999826545,4.238444906195857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,5.598421958998375,4.624972813284271,3.258096538021482,4.678420647727684,4.602165676967792,0,0.5344444893646247,3.8897773964808264,3.8394523125933104,2.7343675094195836,2.9014215940827497,3.6270040503958487,3.3357695763397,3.4657359027997265,3.6054978451748854,3.906004933102583,3.8155121050473024,3.4372078191851885,3.481240089335692,3.2068032436339315,3.624340932976365,4.130354999745133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,5.594711379601839,4.624972813284271,2.833213344056216,4.706823839714591,4.631812116934513,0,0.5343858881750038,3.937690752176724,3.933784497209659,2.91235066461494,3.0301337002713233,3.490428515390098,3.370738174177447,3.5145260669691587,3.7062280924485496,3.919991175077323,3.8815637979434374,3.5751506887855933,3.629660094453965,3.4995332823830174,3.5553480614894135,4.223909766576744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,5.5909869805108565,4.624972813284271,2.772588722239781,4.721173861744398,4.646312129319266,0,0.5339169549893884,3.8918202981106265,3.901972669574645,2.8213788864092133,2.9069010598473755,3.4995332823830174,3.56953269648137,3.55820113047182,3.6454498961866,3.879499813722586,3.8732821771117156,3.517497837358316,3.5610460826040513,3.616308761279101,3.580737295494233,4.249922794040544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,0,5.58724865840025,4.624972813284271,2.772588722239781,4.700480365792417,4.625952725170619,0,0.5336237600419688,3.893859034800475,3.970291913552122,2.89591193827178,2.9601050959108397,3.481240089335692,3.3603753871419,3.6584202466292277,3.66612246699132,3.8628327612373745,3.9589065913269965,3.543853682063679,3.594568774642695,3.6988297849671046,3.580737295494233,4.23410650459726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
